Card,Designators,Section,Subsection,Category,Manufacturer,Part_Number,Ecoinvent_flow,Ecoinvent_unit,Total_quantity,Total_mass_kg,Direction,Comments
digital_control,C162,Passives,Capacitors,MLCC,GENERIC,CC0402_47PF_50V_5%_C0G,"capacitor production, for surface-mounting",kg,1.625e-06,1.625e-06,Input,Dimmensiones information: https://www.torchcapacitor.com/high-q-multylayer-ceramic-chip-capacitor-0402 
digital_control,"C168_DIG_IND_IN_1, C168_DIG_IND_IN_2, C168_DIG_IND_IN_3, C168_DIG_IND_IN_4, C168_DIG_IND_IN_5, C168_DIG_IND_IN_6, C168_DIG_IND_IN_7, C168_DIG_IND_IN_8, C168_DIG_IND_IN_9, C168_DIG_IND_IN_10, C168_DIG_IND_IN_11, C168_DIG_IND_IN_12, C168_DIG_IND_IN_13, C168_DIG_IND_IN_14",Passives,Capacitors,MLCC,GENERIC,CC0603_100NF_50V_10%_X7R,"capacitor production, for surface-mounting",kg,9.3184e-05,9.3184e-05,Input,Dimmensiones information: https://www.torchcapacitor.com/high-q-multylayer-ceramic-chip-capacitor-0402 
digital_control,"C169_DIG_IND_IN_1, C169_DIG_IND_IN_2, C169_DIG_IND_IN_3, C169_DIG_IND_IN_4, C169_DIG_IND_IN_5, C169_DIG_IND_IN_6, C169_DIG_IND_IN_7, C169_DIG_IND_IN_8, C169_DIG_IND_IN_9, C169_DIG_IND_IN_10, C169_DIG_IND_IN_11, C169_DIG_IND_IN_12, C169_DIG_IND_IN_13, C169_DIG_IND_IN_14",Passives,Capacitors,MLCC,GENERIC,CC0603_100NF_50V_10%_X7R,"capacitor production, for surface-mounting",kg,9.3184e-05,9.3184e-05,Input,Dimmensiones information: https://www.torchcapacitor.com/high-q-multylayer-ceramic-chip-capacitor-0402 
digital_control,"C176, C180, C265, C266",Passives,Capacitors,MLCC,GENERIC,CC0805_1UF_100V_10%_X7S,"capacitor production, for surface-mounting",kg,7.8e-05,7.8e-05,Input,0805 MLCC.
digital_control,"C181, C227_P24V_FUSE1, C227_P24V_FUSE2, C227_P24V_FUSE3, C227_P24V_FUSE4, C227_P24V_FUSE5, C227_P24V_FUSE6, C227_P24V_FUSE7, C227_P24V_FUSE8",Passives,Capacitors,MLCC,GENERIC,CC0402_10NF_25V_10%_X7R,"capacitor production, for surface-mounting",kg,1.4625e-05,1.4625e-05,Input,Dimmensiones information: https://www.torchcapacitor.com/high-q-multylayer-ceramic-chip-capacitor-0402 
digital_control,"C209, C210",Passives,Capacitors,MLCC,GENERIC,CC0402_33PF_50V_5%_C0G,"capacitor production, for surface-mounting",kg,3.25e-06,3.25e-06,Input,Dimmensiones information: https://www.torchcapacitor.com/high-q-multylayer-ceramic-chip-capacitor-0402 
digital_control,"C243, C244, C245, C246, C251, C252, C253",Passives,Capacitors,MLCC,GENERIC,CC0402_470NF_50V_10%_X5R,"capacitor production, for surface-mounting",kg,1.1375e-05,1.1375e-05,Input,Dimmensiones information: https://www.torchcapacitor.com/high-q-multylayer-ceramic-chip-capacitor-0402 
digital_control,C263,Passives,Capacitors,MLCC,GENERIC,CC0402_100PF_50V_5%_C0G,"capacitor production, for surface-mounting",kg,1.625e-06,1.625e-06,Input,Dimmensiones information: https://www.torchcapacitor.com/high-q-multylayer-ceramic-chip-capacitor-0402 
digital_control,"C45, C182, C183",Passives,Capacitors,Tantalum,GENERIC,CTE6032-28_22UF_25V_10%_LESR0250,"capacitor production, electrolyte type, < 2cm height",kg,0.0009,0.0009,Input,mASS INFO: https://www.mouser.ch/ProductDetail/KEMET/T491C226M025AT2478?qs=xy9o06WtvdCrW9e4Ll4TFg%3D%3D
digital_control,"D1, D3, D4, D5, D6, D7, D8, D9, D10, D11, D12, D13, D14, D34, D35, D36, D37, D40, D41, D42, D43, D44, D45, D46",Discrete Semiconductors,Small signal,Diode,ON SEMICONDUCTOR,ESD351DPY,"diode production, glass-, for surface-mounting",kg,3.84e-05,3.84e-05,Input,mas info: https://www.mouser.ch/ProductDetail/Texas-Instruments/ESD321DPYR?qs=w%2Fv1CP2dgqoz82xSjB3hKw%3D%3D&utm_id=22436684839&utm_source=google&utm_medium=cpc&utm_marketing_tactic=emeacorp&gad_source=1&gad_campaignid=22433179847&gbraid=0AAAAADn_wf1l8ruSsPF_DckQU7MzW_QXa&gclid=CjwKCAjwspPOBhB9EiwATFbi5Gb6CfCx7bDV5PaCgnjfeVkPBUioh6SyvV-N967xG0ujy-XaX5kZMxoCOPkQAvD_BwE
digital_control,D2,Discrete Semiconductors,ESD Protection,NXP,PRTR5V0U2X,40V 200mA PNP General Purpose Transistor,"diode production, glass-, for surface-mounting",kg,8.2125e-06,8.2125e-06,Input,SOT23-3 package; mass standard from casing.
digital_control,"D15_CONTACT_OUT_0, D15_CONTACT_OUT_1, D15_CONTACT_OUT_2, D15_CONTACT_OUT_3, D15_CONTACT_OUT_4, D15_CONTACT_OUT_5",Discrete Semiconductors,Small signal,TVS,BOURNS,SMAJ60CA,"diode production, glass-, for surface-mounting",kg,0.000366,0.000366,Input,DO-214AC (SMA) package; mass from typical SMAJ series (~0.12g).https://www.mouser.ch/ProductDetail/Littelfuse/SMAJ58CA?qs=zHiv0nsVGmqWEBj8DDvFYg%3D%3D&utm_id=9873308309&utm_source=google&utm_medium=cpc&utm_marketing_tactic=emeacorp&gad_source=1&gad_campaignid=9873308309&gbraid=0AAAAADn_wf0xksvJXPRZmGpTG3_AWCgE9&gclid=CjwKCAjwspPOBhB9EiwATFbi5DVFIS5iZ0I7SaEpkD6SkhO4yjgczxct-NmvBDTe0JJtc29rDoJWNxoCKXAQAvD_BwE
digital_control,"D16, D17, D18, D19, D20, D21, D23, D24, D25, D26, D27, D28",Discrete Semiconductors,Small signal,ESD Protection,TI,0402ESDA-MLP,"capacitor production, for surface-mounting",kg,1.95e-05,1.95e-05,Input,
digital_control,"D50, D51, D52, D53",Discrete Semiconductors,Small signal,ESD Protection,NEXPERIA,PESD3V3S1UB,"diode production, glass-, for surface-mounting",kg,6.4e-06,6.4e-06,Input,mass from casing
digital_control,"D30, D31, D54, D55, D56, D57, D58, D59, D60, D61, D62, D63, D64, D65",Discrete Semiconductors,Small signal,Current Regulative,SEMITEC,S-103T,"diode production, glass-, for surface-mounting",kg,0.004662,0.004662,Input,https://www.mouser.ch/ProductDetail/Semitec/S-103T?qs=wgO0AD0o1vvf9UGICXPRmQ%3D%3D&srsltid=AfmBOopD8b71ZGh61gk1tI5mDPGxJ7kz40yhpJ5_m9d2wYXbavCx1hei
digital_control,"D32_DIG_FAST_IN_CCT_0, D32_DIG_FAST_IN_CCT_1, D32_DIG_FAST_IN_CCT_2, D32_DIG_FAST_IN_CCT_3, D32_DIG_FAST_IN_CCT_4, D32_DIG_FAST_IN_CCT_5, D32_DIG_FAST_IN_CCT_6, D32_DIG_FAST_IN_CCT_7, D32_DIG_FAST_IN_CCT_8, D32_DIG_FAST_IN_CCT_9, D32_DIG_FAST_IN_CCT_10, D32_DIG_FAST_IN_CCT_11, D32_DIG_FAST_IN_CCT_12, D32_DIG_FAST_IN_CCT_13",Discrete Semiconductors,Small signal,Switching,DIODES INC.,BAS70-04,"diode production, glass-, for surface-mounting",kg,0.000114975,0.000114975,Input,SOT23-3 package; mass standard from casing.
digital_control,"D33_DIG_FAST_IN_CCT_0, D33_DIG_FAST_IN_CCT_1, D33_DIG_FAST_IN_CCT_2, D33_DIG_FAST_IN_CCT_3, D33_DIG_FAST_IN_CCT_4, D33_DIG_FAST_IN_CCT_5, D33_DIG_FAST_IN_CCT_6, D33_DIG_FAST_IN_CCT_7, D33_DIG_FAST_IN_CCT_8, D33_DIG_FAST_IN_CCT_9, D33_DIG_FAST_IN_CCT_10, D33_DIG_FAST_IN_CCT_11, D33_DIG_FAST_IN_CCT_12, D33_DIG_FAST_IN_CCT_13",Discrete Semiconductors,Small signal,Zener,NXP,BZX84-C4V7,"diode production, glass-, for surface-mounting",kg,0.000114975,0.000114975,Input,SOT23-3 package; mass standard from casing.
digital_control,D48,Discrete Semiconductors,Small signal,Zener,DIODES INC.,BZX84C4V7,"diode production, glass-, for surface-mounting",kg,8.2125e-06,8.2125e-06,Input,SOT23-3 package; mass standard from casing.
digital_control,"D38, D39",Discrete Semiconductors,Power,Schottky Rectifier,DIODES INC.,DFLS230,"diode production, glass-, for surface-mounting",kg,3.6e-05,3.6e-05,Input,https://www.mouser.mx/ProductDetail/Diodes-Incorporated/DFLS230-7?qs=JV7lzlMm3yJTkwg6QdustA%3D%3D&srsltid=AfmBOoqPfUZr9EODjAGri1UBJpfeRZ8CapF2HzTbel3GD8i6hwPfW7Xa
digital_control,D47,Discrete Semiconductors,Small signal,Schottky,DIODES INC.,BAT54C,"diode production, glass-, for surface-mounting",kg,8.2125e-06,8.2125e-06,Input,SOT23-3 package; mass standard from casing.
digital_control,"F1, F2, F3, F4, F5, F6, F8, F9, F10, F11, F12, F13",Passives,Protection,PTC Fuse,BOURNS,MF-SM030,"electronic component, passive, unspecified",kg,0.005688,0.005688,Input,Mass info: https://www.tme.eu/bg/en/details/mf-sm030-2/smd-polymer-fuses/bourns/
digital_control,IC1,IC,Logic / Mixed-Signal,USB Interface,FTDI,FT4232H-56Q,"integrated circuit production, logic type",kg,0.000369,0.000369,Input,https://www.mouser.ch/ProductDetail/FTDI/FT4232H-56Q-REEL?qs=u4lROS522ZXOAajeXbX%2FmA%3D%3D&srsltid=AfmBOoo_CyuzmuQGSV8qIsJ3FK9ef2SL6_YhveYAmIMR28WsW7ui1qeg
digital_control,IC2,IC,Memory,EEPROM,MICROCHIP,93LC56B-I/OT,"integrated circuit production, logic type",kg,6.5e-06,6.5e-06,Input,https://www.mouser.ch/ProductDetail/Microchip-Technology/93LC56BT-I-OT?qs=lQv0JY93vrc7B5Rh5LPW8g%3D%3D&utm_id=22436684839&utm_source=google&utm_medium=cpc&utm_marketing_tactic=emeacorp&gad_source=1&gad_campaignid=22433179847&gbraid=0AAAAADn_wf1l8ruSsPF_DckQU7MzW_QXa&gclid=CjwKCAjwspPOBhB9EiwATFbi5D_n54ESvg5TFVXDGnzANCaxzjxC9ymSBAajzYRTqbLjRmIF6muWYhoC3QoQAvD_BwE
digital_control,IC52,IC,Memory,EEPROM,MICROCHIP,24AA025E48-I/SN,"integrated circuit production, logic type",kg,4.0131e-05,4.0131e-05,Input,Mass from casing
digital_control,IC3,IC,Analog,Power Management,MICROCHIP,MIC5219-3.3YM5,"integrated circuit production, logic type",kg,6.3e-05,6.3e-05,Input,SOT23-5 package; mass from volume (0.0051 cm³) × 1.25 + metal_extra 0.0015 = 0.0079 g.https://www.mouser.ch/ProductDetail/Microchip-Technology/MIC5219-33YM5-TR?qs=U6T8BxXiZAWojkIJMtSJlw%3D%3D&utm_id=22436684839&utm_source=google&utm_medium=cpc&utm_marketing_tactic=emeacorp&gad_source=1&gad_campaignid=22433179847&gbraid=0AAAAADn_wf1l8ruSsPF_DckQU7MzW_QXa&gclid=CjwKCAjwspPOBhB9EiwATFbi5Hvx8qEgGwKmH4k0hTk5ddJ9Ah036eQNJRXK517bGR5Dy3IbDm4sGhoCU8cQAvD_BwE
digital_control,IC14,IC,Analog,Power Management,STMICROELECTRONICS,L78L05ACUTR,"integrated circuit production, logic type",kg,0.00019,0.00019,Input,https://www.mouser.ch/ProductDetail/STMicroelectronics/L78L05ACUTR?qs=ea963RooIhgG%252BOLUK%2FI3vQ%3D%3D
digital_control,IC16,IC,Analog,Power Management,TEXAS INSTRUMENTS,TLV1117-18IDCY,"integrated circuit production, logic type",kg,0.000112,0.000112,Input,https://www.mouser.ch/ProductDetail/Texas-Instruments/TLV1117-18IDCY?qs=p6lVfQR1GSoxnN6%252Be%252BbeYw%3D%3D
digital_control,IC41,IC,Analog,Power Management,ANALOG DEVICES,ADP5071ACP,"integrated circuit production, logic type",kg,5.84e-05,5.84e-05,Input,"LFCSP-20 4x4mm; volume 0.012 cm³, mass ~0.02 g."
digital_control,IC51,IC,Analog,Power Management,ANALOG DEVICES,LTM4623EY,"electronic component production, active, unspecified",kg,0.0005,0.0005,Input,https://www.mouser.ch/ProductDetail/Analog-Devices/LTM4623EYPBF?qs=oahfZPh6IAKdnYwXJmocfg%3D%3D
digital_control,"IC4, IC5, IC49",IC,Analog,Sensor,TEXAS INSTRUMENTS,LM75AIMM/NOPB,"integrated circuit production, logic type",kg,9.3e-05,9.3e-05,Input,https://www.mouser.ch/ProductDetail/Texas-Instruments/LM75AIMMX-NOPB?qs=QbsRYf82W3EzczEYb3tXUw%3D%3D&utm_id=22436684839&utm_source=google&utm_medium=cpc&utm_marketing_tactic=emeacorp&gad_source=1&gad_campaignid=22433179847&gbraid=0AAAAADn_wf1l8ruSsPF_DckQU7MzW_QXa&gclid=CjwKCAjwspPOBhB9EiwATFbi5JrjytZua-y5B42GK1_LaayPaVKI0IkQFsEFVSFcvQmqFsOT2AWlyhoCXIsQAvD_BwE
digital_control,"IC6, IC7, IC60",IC,Mixed-Signal,Isolator,TEXAS INSTRUMENTS,ISO1541D,"integrated circuit production, logic type",kg,0.000120393,0.000120393,Input,https://www.mouser.mx/ProductDetail/Texas-Instruments/ISO1541D?qs=rg6Iqu58vpX7sSwEg8DO7Q%3D%3D&srsltid=AfmBOorTK5TtypdwEgo56vH5tqzxL9x4Zpbt0RSDXoWLVfm-YZbnnuwQ
digital_control,"IC8, IC42",IC,Digital,Logic,TEXAS INSTRUMENTS,SN74LVC8T245RHL,"integrated circuit production, logic type",kg,0.0001,0.0001,Input,https://www.mouser.ch/ProductDetail/Texas-Instruments/SN74LVC8T245RHLR?qs=dT9u2OTAaVWMeuErzytHQg%3D%3D&srsltid=AfmBOopve09sA5PMaAvfty20jfjYyyxL3pM3-a_noOQlXR1kMdrqlZWP
digital_control,"IC9, IC10, IC22, IC23, IC24, IC33, IC38",IC,Digital,Logic,TEXAS INSTRUMENTS,SN74AXC8T245RHL,"integrated circuit production, logic type",kg,0.00035,0.00035,Input,Same VQFN-24.
digital_control,"IC12, IC13, IC70, IC75",IC,Digital,Logic,TEXAS INSTRUMENTS,SN74LV02APW,"integrated circuit production, logic type",kg,0.0002288,0.0002288,Input,https://www.mouser.ch/ProductDetail/Texas-Instruments/SN74LV02APW?qs=UG%2F8xqv%2F6Wcp3JUxMEyKAQ%3D%3D
digital_control,IC43,IC,Digital,Logic,TEXAS INSTRUMENTS,SN74LVC14APW,"integrated circuit production, logic type",kg,5.72e-05,5.72e-05,Input,TSSOP-14.
digital_control,"IC45, IC46, IC47, IC85",IC,Digital,Logic,TEXAS INSTRUMENTS,SN74LVC07ARGY,"integrated circuit production, logic type",kg,0.0001288,0.0001288,Input,
digital_control,"IC53, IC54, IC55, IC58, IC59",IC,Digital,Logic,TEXAS INSTRUMENTS,SN74AVC2T245RSWR,"integrated circuit production, logic type",kg,0.000155,0.000155,Input,"UQFN-10; volume 0.0015 cm³, mass ~0.0024 g."
digital_control,"IC66, IC68",IC,Digital,Logic,TEXAS INSTRUMENTS,SN74HCS4075PW,"integrated circuit production, logic type",kg,0.0001144,0.0001144,Input,TSSOP-14.
digital_control,"IC67, IC71, IC72, IC73, IC74",IC,Digital,Logic,TEXAS INSTRUMENTS,SN74LVC74APWT,"integrated circuit production, logic type",kg,0.000286,0.000286,Input,TSSOP-14.
digital_control,"IC11_CONTACT_OUT_0, IC11_CONTACT_OUT_1, IC11_CONTACT_OUT_2, IC11_CONTACT_OUT_3, IC11_CONTACT_OUT_4, IC11_CONTACT_OUT_5",Modules,Hybrid relays,Solid State Relay,PANASONIC,AQV251A,"electronic component production, active, unspecified",kg,0.000427,0.000427,Input,The PhotoMOS is a solid-state relay combining an LED and MOSFETs in an SMD package. No specific ecoinvent dataset exists.
digital_control,"IC15, IC17",IC,Analog,Driver,TEXAS INSTRUMENTS,TPL7407LAPW,"integrated circuit production, logic type",kg,0.000346,0.000346,Input,https://www.mouser.ch/ProductDetail/Texas-Instruments/TPL7407LAPWR?qs=5aG0NVq1C4w9BpsnF07yow%3D%3D
digital_control,"IC18, IC19",IC,Mixed-Signal,Interface,TEXAS INSTRUMENTS,SN65MLVD082DGG,"integrated circuit production, logic type",kg,0.0005252,0.0005252,Input,"TSSOP-38; volume 9.7×4.4×1 = 0.0427 cm³, mass ~0.0634 g."
digital_control,"IC25, IC32, IC34, IC35, IC36, IC37, IC39, IC40",IC,Digital,Interface,TEXAS INSTRUMENTS,SN65HVD78DRB,"integrated circuit production, logic type",kg,0.000192,0.000192,Input,https://www.mouser.ch/ProductDetail/Texas-Instruments/SN65HVD78DRBR?qs=uuvYgmlZVOvZX%2Fzgsy5uJA%3D%3D
digital_control,"IC26, IC27, IC28, IC29, IC30, IC31",IC,Digital,Interface,TEXAS INSTRUMENTS,AM26LV31EIRGY,"integrated circuit production, logic type",kg,0.0002232,0.0002232,Input,
digital_control,"IC20, IC21, IC76, IC77, IC78, IC79, IC81",IC,Optoelectronics,Optocoupler,BROADCOM,HCPL-063L-000E,"integrated circuit production, logic type",kg,0.000280917,0.000280917,Input,Mass from casing
digital_control,"IC44_DIG_IND_IN_1, IC44_DIG_IND_IN_2, IC44_DIG_IND_IN_3, IC44_DIG_IND_IN_4, IC44_DIG_IND_IN_5, IC44_DIG_IND_IN_6, IC44_DIG_IND_IN_7, IC44_DIG_IND_IN_8, IC44_DIG_IND_IN_9, IC44_DIG_IND_IN_10, IC44_DIG_IND_IN_11, IC44_DIG_IND_IN_12, IC44_DIG_IND_IN_13, IC44_DIG_IND_IN_14",IC,Mixed-Signal,Isolated Digital Input,TEXAS INSTRUMENTS,ISO1228DFB,"integrated circuit production, logic type",kg,0.0021,0.0021,Input,"TSSOP-24; volume 7.8×4.4×1 = 0.0343 cm³, mass ~0.053 g."
digital_control,"IC56, IC57",IC,Mixed-Signal,Voltage Translator,TEXAS INSTRUMENTS,PCA9306DCUR,"integrated circuit production, logic type",kg,1.92e-05,1.92e-05,Input,VSSOP-8; mass ~0.0116 g.
digital_control,"IC61, IC62, IC63, IC64, IC65",IC,Mixed-Signal,Power Monitor,TEXAS INSTRUMENTS,INA226AIDGST,"integrated circuit production, logic type",kg,0.0001185,0.0001185,Input,VSSOP-10; same mass as VSSOP-8 (0.0116g).
digital_control,J1,Electromechanical,Connectors,High-Speed I/O,TE CONNECTIVITY,1-2007637-5,"electric connector production, peripheral type buss",kg,0.0162,0.0162,Input,https://www.mouser.ch/ProductDetail/TE-Connectivity/1-2007637-5?qs=qnhXEskkPyvt9BrFBsiKkQ%3D%3D
digital_control,"J2, J3, J4",Electromechanical,Connectors,High-Density Array,SAMTEC,ADF6-100-03.5-L-4-2-A,"electric connector production, peripheral type buss",kg,0.2214,0.2214,Input,https://www.tme.com/ph/en/details/adf6-60-03.5-l-4-2/board-to-board-connectors/samtec/adf6-60-03-5-l-4-2-a-tr/
digital_control,J5,Electromechanical,Connectors,Right Angle Header,AMPHENOL,10052825-101LF,"electric connector production, peripheral type buss",kg,0.015336,0.015336,Input,http://mouser.ch/ProductDetail/Amphenol-FCI/10052825-101LF?qs=qObghIyrWxrXt6HI1S6RBA%3D%3D
digital_control,"J6, J13, J14",Electromechanical,Connectors,Right Angle Header,AMPHENOL,10052837-101LF,"electric connector production, peripheral type buss",kg,0.045507,0.045507,Input,https://www.mouser.ch/ProductDetail/Amphenol-FCI/10052837-101LF?qs=qObghIyrWxqSnJki6yjatA%3D%3D
digital_control,J7,Electromechanical,Connectors,Modular Jack,ABRACON,ARJM11D7-502-AB-EW2,"electric connector production, peripheral type buss",kg,0.010248,0.010248,Input,RJ45 with integrated magnetics; mass ~12g.
digital_control,J8,Electromechanical,Connectors,USB,KYCON,KUSBX-SL-CS1N14-B,"electric connector production, peripheral type buss",kg,0.002841,0.002841,Input,Mass from typical USB-C connectors (~3g).
digital_control,J9,Electromechanical,Connectors,PicoBlade,MOLEX,530480310,"electric connector production, wire clamp",kg,0.0009276,0.0009276,Input,https://www.mouser.ch/ProductDetail/Molex/53048-0310?qs=zXrbR4Jv0OfUlEeVnlaifA%3D%3D
digital_control,J10,Electromechanical,Connectors,PicoBlade,MOLEX,53261-1071,"electric connector production, wire clamp",kg,0.000279,0.000279,Input,Mass estimated (~1g).
digital_control,J11,Electromechanical,Connectors,FFC/FPC,MOLEX,2203631200,"electric connector production, peripheral type buss",kg,0.0015,0.0015,Input,Mass estimated (~2g).
digital_control,J12,Electromechanical,Connectors,FFC/FPC,MOLEX,2203630800,"electric connector production, peripheral type buss",kg,0.0005,0.0005,Input,Mass estimated (~1.5g).
digital_control,"L1, L2, L3",Passives,Inductors,Ferrite Bead,MURATA,BLM18SG121TN1D,"inductor production, low value multilayer chip",kg,1.536e-05,1.536e-05,Input,"Mass from casing, different density than in capacitors, the EcoInvent dataset is accurate"
digital_control,"L4, L5, L6, L7, L13, L14, L15, L16, L17",Passives,Inductors,Ferrite Bead,MURATA,BLM18SG221TN1,"inductor production, low value multilayer chip",kg,4.608e-05,4.608e-05,Input,"Mass from casing, different density than in capacitors, the EcoInvent dataset is accurate"
digital_control,"L10, L12, L18, L19",Passives,Inductors,Ferrite Bead,WURTH,742792040,"inductor production, low value multilayer chip",kg,4e-05,4e-05,Input,MASS FROM CASING
digital_control,"L11, L20, L21",Passives,Inductors,Ferrite Bead,WURTH,742792031,"inductor production, low value multilayer chip",kg,3e-05,3e-05,Input,MASS FROM CASING
digital_control,"LD1, LD2, LD3, LD4",Discrete Semiconductors,Optoelectronics,LED,BROADCOM,HSMF-A203-A00J1,light emitting diode production,kg,0.00024,0.00024,Input,https://www.mouser.mx/ProductDetail/Broadcom-Avago/HSMF-A203-A00J1?qs=YDL0qNrpDT4d43ReqF2t1Q%3D%3D
digital_control,"LD5, LD6, LD7, LD8, LD9, LD10, LD11, LD12",Discrete Semiconductors,Optoelectronics,LED,LITEON,LTST-C193KGKT-5A,light emitting diode production,kg,4.096e-05,4.096e-05,Input,mass from casing
digital_control,Q1,Passives,Crystals,Quartz,TXC,7M-12.000MAAJ-T,"electronic component, passive, unspecified",kg,1.6e-05,1.6e-05,Input,Mass from volume (0.0064 cm³) × quartz/ceramic density (2.5 g/cm³) + metal_extra 0.001 = 0.017 g.
digital_control,"R1, R2, R40, R41, R42, R43, R44, R45, R119, R120, R121, R122, R123, R124, R125, R126, R216, R217, R218, R219, R220, R221, R222, R223",Passives,Resistors,Thick Film,GENERIC,R0402_56R_1%_0.0625W_100PPM,"resistor production, surface-mounted",kg,1.95e-05,1.95e-05,Input,Mass from volume (0.000175 cm³) × 3.5 g/cm³ + metal_extra 0.0002 = 0.0008125 g. Generic 0402 resistor.
digital_control,"R3, R4, R5, R6, R7, R8, R11, R12, R13, R14, R35_CONTACT_OUT_0, R35_CONTACT_OUT_1, R35_CONTACT_OUT_2, R35_CONTACT_OUT_3, R35_CONTACT_OUT_4, R35_CONTACT_OUT_5, R48, R49, R51, R68, R71_DIG_IND_IN_1, R71_DIG_IND_IN_2, R71_DIG_IND_IN_3, R71_DIG_IND_IN_4, R71_DIG_IND_IN_5, R71_DIG_IND_IN_6, R71_DIG_IND_IN_7, R71_DIG_IND_IN_8, R71_DIG_IND_IN_9, R71_DIG_IND_IN_10, R71_DIG_IND_IN_11, R71_DIG_IND_IN_12, R71_DIG_IND_IN_13, R71_DIG_IND_IN_14, R73_DIG_IND_IN_1, R73_DIG_IND_IN_2, R73_DIG_IND_IN_3, R73_DIG_IND_IN_4, R73_DIG_IND_IN_5, R73_DIG_IND_IN_6, R73_DIG_IND_IN_7, R73_DIG_IND_IN_8, R73_DIG_IND_IN_9, R73_DIG_IND_IN_10, R73_DIG_IND_IN_11, R73_DIG_IND_IN_12, R73_DIG_IND_IN_13, R73_DIG_IND_IN_14, R74_DIG_IND_IN_1, R74_DIG_IND_IN_2, R74_DIG_IND_IN_3, R74_DIG_IND_IN_4, R74_DIG_IND_IN_5, R74_DIG_IND_IN_6, R74_DIG_IND_IN_7, R74_DIG_IND_IN_8, R74_DIG_IND_IN_9, R74_DIG_IND_IN_10, R74_DIG_IND_IN_11, R74_DIG_IND_IN_12, R74_DIG_IND_IN_13, R74_DIG_IND_IN_14, R152, R153, R154, R157, R158, R159, R160, R181, R184, R185, R187, R193, R194, R224_P24V_FUSE1, R224_P24V_FUSE2, R224_P24V_FUSE3, R224_P24V_FUSE4, R224_P24V_FUSE5, R224_P24V_FUSE6, R224_P24V_FUSE7, R224_P24V_FUSE8, R225",Passives,Resistors,Thick Film,GENERIC,R0402_1K_1%_0.0625W_100PPM,"resistor production, surface-mounted",kg,6.825e-05,6.825e-05,Input,Same 0402 resistor mass.
digital_control,R9,Passives,Resistors,Thick Film,GENERIC,R0402_12K_1%_0.0625W_100PPM,"resistor production, surface-mounted",kg,8.125e-07,8.125e-07,Input,0402.
digital_control,"R10, R15",Passives,Resistors,Thick Film,GENERIC,R0402_2K2_1%_0.0625W_100PPM,"resistor production, surface-mounted",kg,1.625e-06,1.625e-06,Input,0402.
digital_control,"R16, R17, R18, R19, R20, R21, R22, R23, R24, R25, R26, R27, R28, R29, R30, R31, R133, R134, R135, R136, R137, R138, R139, R140, R141, R142, R143, R144, R145, R146, R147, R148, R149, R172, R177",Passives,Resistors,Thick Film,GENERIC,R0402_4K7_1%_0.0625W_100PPM,"resistor production, surface-mounted",kg,2.84375e-05,2.84375e-05,Input,0402.
digital_control,"R32_DIG_FAST_IN_CCT_0, R32_DIG_FAST_IN_CCT_1, R32_DIG_FAST_IN_CCT_2, R32_DIG_FAST_IN_CCT_3, R32_DIG_FAST_IN_CCT_4, R32_DIG_FAST_IN_CCT_5, R32_DIG_FAST_IN_CCT_6, R32_DIG_FAST_IN_CCT_7, R32_DIG_FAST_IN_CCT_8, R32_DIG_FAST_IN_CCT_9, R32_DIG_FAST_IN_CCT_10, R32_DIG_FAST_IN_CCT_11, R32_DIG_FAST_IN_CCT_12, R32_DIG_FAST_IN_CCT_13",Passives,Resistors,Thick Film,GENERIC,R0402_100R_1%_0.0625W_100PPM,"resistor production, surface-mounted",kg,1.1375e-05,1.1375e-05,Input,0402.
digital_control,"R33_CONTACT_OUT_0, R33_CONTACT_OUT_1, R33_CONTACT_OUT_2, R33_CONTACT_OUT_3, R33_CONTACT_OUT_4, R33_CONTACT_OUT_5",Passives,Resistors,Thick Film,GENERIC,R0402_430R_1%_0.0625W_100PPM,"resistor production, surface-mounted",kg,4.875e-06,4.875e-06,Input,0402.
digital_control,"R34_CONTACT_OUT_0, R34_CONTACT_OUT_1, R34_CONTACT_OUT_2, R34_CONTACT_OUT_3, R34_CONTACT_OUT_4, R34_CONTACT_OUT_5",Passives,Resistors,Thick Film,GENERIC,R0805_1R1_1%_0.125W_200PPM,"resistor production, surface-mounted",kg,3.225e-05,3.225e-05,Input,0805 resistor; mass from volume (0.00125 cm³) × 3.5 + metal_extra 0.001 = 0.005375 g.
digital_control,"R36, R37, R200, R201, R202, R203, R204, R205, R206, R207, R208, R209, R210, R211, R212, R213, R214, R215",Passives,Resistors,Thick Film,GENERIC,R0402_1K_1%_0.0625W_100PPM,"resistor production, surface-mounted",kg,1.4625e-05,1.4625e-05,Input,0402.
